id,No_voie,type_de_voie,voie,surface_carrez,type_local,surface_reelle,nombre_pieces_principales,departement
2830,31.0,RUE,MONTOLIEU,"21,23",Appartement,48,2,13
2831,5.0,RUE,DES RECOLETTES,"61,7",Appartement,67,3,13
2832,22.0,BD,CAMILLE FLAMMARION,"68,77",Appartement,65,3,13
2833,48.0,AV,DE ST LOUIS,"54,11",Appartement,55,3,13
2834,48.0,RUE,PUVIS DE CHAVANNES,"32,03",Appartement,33,2,13
2835,29.0,RUE,SAINTE SOPHIE,"40,61",Appartement,40,2,13
2836,21.0,RUE,MIRES,"83,47",Appartement,86,4,13
2837,103.0,BD,DE PARIS,"66,72",Appartement,67,3,13
2838,1.0,BD,SAKAKINI,"61,87",Appartement,63,3,13
2839,98.0,AV,ROGER SALENGRO,"48,19",Appartement,55,3,13
2840,27.0,BD,PHILIPPON,"30,86",Appartement,33,2,13
2841,5.0,AV,DU MERLAN,"20,19",Appartement,18,1,13
2842,163.0,BD,BOISSON,"16,19",Appartement,22,1,13
2843,25.0,BD,VELTEN,"26,85",Appartement,17,2,13
2844,17.0,BD,FRAISSINET,"41,03",Appartement,43,3,13
2845,13.0,RUE,FORTUNE JOURDAN,"43,28",Appartement,40,3,13
2846,6.0,CHE,DE BIZET,"39,31",Appartement,39,2,13
2847,5001.0,CITE,BEAUSOLEIL B ROUX PR,64,Appartement,62,4,13
2848,102.0,BD,DANIELLE CASANOVA,"55,63",Appartement,66,4,13
2849,44.0,RUE,DES RECOLETTES,"45,44",Appartement,52,2,13
2850,3.0,RUE,SENAC,"29,45",Appartement,36,2,13
2851,8.0,BD,ROMIEU,"28,43",Appartement,29,1,13
2852,69.0,RUE,JEAN DE BERNARDY,"59,15",Appartement,65,2,13
2853,84.0,BD,DES DAMES,"39,54",Appartement,42,2,13
2854,28.0,RUE,DE LA LOGE,"96,2",Appartement,105,4,13
2855,25.0,BD,D ARRAS,"70,04",Appartement,70,3,13
2856,39.0,BD,BOISSON,"38,3",Appartement,40,2,13
2857,35.0,RUE,FAUCHIER,"55,85",Appartement,54,3,13
2858,139.0,AV,CAMILLE PELLETAN,"46,93",Appartement,40,2,13
2859,42.0,RUE,BOSCARY,"83,04",Appartement,80,3,13
2860,11.0,TRA,N-D DU BON SECOURS,"66,95",Appartement,64,4,13
2861,1.0,PL,AUX HUILES,"96,61",Appartement,63,1,13
2862,4.0,RUE,CHARLES DE FOUCAULD,"73,91",Appartement,80,4,13
2863,8.0,RUE,ALEXIS CARREL,"56,07",Appartement,59,3,13
2864,21.0,RUE,LAUTARD,34,Appartement,36,2,13
2865,25.0,RUE,LOUIS MOURONVAL,"72,01",Appartement,76,3,13
2866,3.0,PAS,TIMON DAVID,"73,65",Appartement,66,3,13
2867,487.0,RUE,JEAN QUEILLAU,"76,86",Appartement,72,4,13
2868,41.0,BD,HENRI MAULINI,"31,22",Appartement,32,2,13
2869,40.0,RUE,MAZENOD,"36,96",Appartement,38,3,13
2870,34.0,AV,HAITI,"29,23",Appartement,32,1,13
2871,30.0,RUE,ELEMIR BOURGES,44,Appartement,77,4,13
2872,88.0,BD,BLANCARDE,"66,48",Appartement,72,3,13
2873,34.0,RUE,SAINTE-FRANCOISE,"52,47",Appartement,50,2,13
2874,16.0,RUE,CHATEAUREDON,"45,9",Appartement,30,1,13
2875,36.0,RUE,BENEDIT,"59,03",Appartement,59,3,13
2876,82.0,AV,MAL FOCH,"57,44",Appartement,44,3,13
2877,24.0,BD,NATIONAL,"69,09",Appartement,55,3,13
2878,73.0,RUE,CLOVIS HUGUES,"49,9",Appartement,50,3,13
2879,24.0,AV,CLAUDE MONET,"65,57",Appartement,65,3,13
2880,11.0,IMP,MARJOLAINE,"105,94",Maison,102,5,13
2881,12.0,RUE,FARJON,"51,37",Appartement,52,2,13
2882,31.0,RUE,ESPERANDIEU,"54,36",Appartement,52,3,13
2883,9.0,RUE,MONIER,"58,13",Appartement,59,3,13
2884,56.0,BD,LECCIA,"54,1",Appartement,48,3,13
2885,2.0,BD,LAMBERT,"18,6",Appartement,24,1,13
2886,1.0,RUE,LINNE,38,Appartement,43,2,13
2887,62.0,RUE,ALBE,"101,98",Maison,49,2,13
2888,19.0,RUE,PLUMIER,"47,04",Appartement,48,2,13
2889,52.0,BD,ALLEMAND,"35,77",Appartement,39,1,13
2890,90.0,BD,DE ROUX,"63,8",Appartement,68,4,13
2891,89.0,BD,LOUIS BOTINELLY,"91,58",Appartement,92,4,13
2892,33.0,RUE,TROIS FRERES CARASSO,"76,2",Appartement,72,4,13
2893,46.0,RUE,SAINTE BAUME,"27,3",Appartement,30,1,13
2894,2.0,RUE,CAPITAINE DESSEMOND,"22,71",Appartement,22,1,13
2895,68.0,BD,MIREILLE LAUZE,"112,09",Appartement,111,5,13
2896,16.0,RUE,ROBERT,"22,8",Appartement,21,2,13
2897,23.0,RUE,D ISLY,"27,65",Appartement,30,1,13
2898,62.0,BD,BOMPARD,"24,89",Appartement,40,3,13
2899,36.0,RUE,ANDRE AUDOLI,"61,52",Appartement,61,3,13
2900,147.0,AV,DE LA TIMONE,"68,89",Appartement,70,3,13
2901,132.0,RUE,ABBE DE L EPEE,"40,03",Appartement,43,3,13
2902,25.0,BD,BONIFAY,"48,14",Appartement,50,2,13
2903,2.0,RUE,FORT DU SANCTUAIRE,"23,07",Appartement,28,1,13
2904,22.0,RUE,DOCTEUR ESCAT,"34,36",Appartement,70,3,13
2905,9.0,RUE,CRUDERE,"51,01",Appartement,51,3,13
2906,294.0,BD,CHAVE,"64,45",Appartement,63,3,13
2907,2.0,RUE,DU LAVOIR,"55,05",Appartement,47,2,13
2908,64.0,AV,DES ROCHES,"57,46",Appartement,59,2,13
2909,93.0,BD,CHARLES LIVON,"37,32",Appartement,42,2,13
2910,33.0,RUE,ALDEBERT,"81,92",Appartement,78,3,13
2911,103.0,BD,DE SAINT LOUP,"81,7",Appartement,83,4,13
2912,50.0,BD,JEANNE D ARC,"89,13",Appartement,89,4,13
2913,188.0,AV,DE TOULON,"61,96",Appartement,64,3,13
2914,71.0,BD,CHAVE,"41,78",Appartement,41,2,13
2915,41.0,RUE,CHATEAUBRIAND,"61,25",Appartement,48,3,13
2916,43.0,AV,DE LA TIMONE,"90,66",Appartement,90,4,13
2917,46.0,RUE,HORACE BERTIN,"39,8",Appartement,40,2,13
2918,7.0,TRA,TARGUIST,"64,28",Appartement,64,4,13
2919,2.0,RUE,VITALIS,"60,15",Appartement,60,3,13
2920,37.0,RUE,CAP GALINAT,"39,47",Appartement,39,2,13
2921,39.0,RUE,CESAR ALEMAN,"36,4",Appartement,37,1,13
2922,21.0,RUE,CHARLES CERRATO,"38,98",Appartement,42,3,13
2923,59.0,RUE,ROGER BRUN,"39,88",Appartement,44,2,13
2924,81.0,CRS,GOUFFE,"57,46",Appartement,56,3,13
2925,120.0,BD,VAUBAN,"60,45",Appartement,75,3,13
2926,19.0,RUE,DE FRIEDLAND,"41,71",Appartement,41,2,13
2927,58.0,CRS,GOUFFE,"27,56",Appartement,28,2,13
2928,9.0,RUE,PASCAL,"52,73",Appartement,52,2,13
2929,28.0,RUE,DE SMYRNE,"18,48",Appartement,19,1,13
2930,116.0,BD,MIREILLE LAUZE,"62,8",Appartement,63,3,13
2931,21.0,AV,DAVID DELLEPIANE,"30,89",Appartement,37,2,13
2932,59.0,AV,JULES CANTINI,"37,43",Appartement,32,1,13
2933,116.0,BD,MIREILLE LAUZE,"68,45",Appartement,68,3,13
2934,75.0,RUE,SAINT JACQUES,"44,57",Appartement,49,3,13
2935,119.0,RUE,SAINT PIERRE,"61,27",Appartement,64,3,13
2936,225.0,BD,PAUL CLAUDEL,"55,59",Appartement,56,3,13
2937,77.0,RUE,SAINT SUFFREN,"69,46",Appartement,67,3,13
2938,9.0,RUE,DE LA CROIX,"70,72",Appartement,67,3,13
2939,5.0,RUE,PAUL CODACCIONI,"44,85",Appartement,43,3,13
2940,9.0,RUE,GABRIEL MARIE,"30,08",Appartement,30,1,13
2941,6.0,RUE,DES LICES,"33,97",Appartement,37,1,13
2942,35.0,BD,SAINTE THERESE,"48,09",Appartement,47,2,13
2943,16.0,RUE,GASTON BERGER,"40,22",Appartement,39,2,13
2944,5.0,RUE,RAOUL PONCHON,"29,71",Appartement,25,1,13
2945,6.0,RUE,SAINT PIERRE,"30,81",Appartement,30,2,13
2946,3.0,RUE,SAINT ETIENNE,"49,13",Appartement,42,2,13
2947,10.0,IMP,DE LA GAVELIERE,"100,33",Appartement,97,4,13
2948,188.0,AV,DE TOULON,"66,01",Appartement,64,3,13
2949,95.0,RUE,SAINT PIERRE,"31,13",Appartement,30,1,13
2950,26.0,RUE,ALDEBERT,"84,09",Appartement,83,4,13
2951,26.0,RUE,SAUVEUR TOBELEM,"29,76",Appartement,35,1,13
2952,187.0,RUE,D ENDOUME,"41,23",Appartement,36,1,13
2953,10.0,PL,PIERRE ROUX,"30,85",Appartement,35,1,13
2954,188.0,RUE,BRETEUIL,"72,45",Appartement,70,4,13
2955,315.0,RUE,SAINT PIERRE,"22,58",Appartement,22,1,13
2956,9.0,RUE,PASCAL,"52,71",Appartement,60,2,13
2957,288.0,RUE,D ENDOUME,"60,16",Appartement,75,3,13
2958,29.0,IMP,DES FRENES,"41,6",Appartement,43,2,13
2959,34.0,RUE,JEAN ROQUES,27,Appartement,27,2,13
2960,68.0,RUE,DE LA PAIX MARCEL PAUL,"21,68",Appartement,23,1,13
2961,26.0,RUE,SAINT PIERRE,"54,85",Appartement,54,3,13
2962,6.0,RUE,DURAND,"31,3",Maison,21,1,13
2963,31.0,RUE,D ORIENT,"29,81",Appartement,40,2,13
2964,9.0,RUE,MARIUS THOUREY,"61,71",Appartement,54,3,13
2965,1.0,RUE,CHARRAS,"57,58",Appartement,58,3,13
2966,39.0,RUE,DOCT FREDERIC GRANIER,"64,7",Appartement,63,3,13
2967,46.0,RUE,NAU,"61,07",Appartement,72,3,13
2968,2.0,RUE,SAINT PIERRE,"18,8",Appartement,18,1,13
2969,3.0,RUE,MONTEVIDEO,"28,4",Appartement,35,1,13
2970,47.0,CHE,DE LA VALBARELLE ST MARCEL,"74,32",Appartement,75,4,13
2971,12.0,RUE,DU CASTELLET,"39,27",Appartement,38,2,13
2972,128.0,RUE,D AUBAGNE,"20,97",Appartement,17,1,13
2973,5.0,RUE,VIRGILE MARRON,"58,15",Appartement,45,3,13
2974,2.0,RUE,ANTOINE BLANC,"17,8",Appartement,18,1,13
2975,1.0,PL,DU QUATRE SEPTEMBRE,"54,89",Appartement,57,3,13
2976,32.0,RUE,ANDRE AUDOLI,"111,38",Appartement,107,6,13
2977,4.0,RUE,D IENA,"57,21",Appartement,53,3,13
2978,107.0,AV,DE LA CAPELETTE,"38,31",Appartement,38,2,13
2979,26.0,RUE,BRANDIS,"42,33",Appartement,50,3,13
2980,1.0,RUE,ESCOFFIER,"56,62",Appartement,49,3,13
2981,23.0,RUE,VITALIS,"34,54",Appartement,44,1,13
2982,113.0,TRA,CHEVALIER,"73,59",Appartement,74,4,13
2983,60.0,RUE,NAU,"75,92",Appartement,35,2,13
2984,49.0,RUE,DES BONS ENFANTS,31,Appartement,35,1,13
2985,45.0,AV,DE LA CORSE,"77,79",Appartement,92,3,13
2986,80.0,BD,DE LA CORDERIE,"63,79",Appartement,80,2,13
2987,5218.0,CHE,DE L ARGILE,42,Appartement,28,2,13
2988,57.0,BD,ANDRE AUNE,"41,77",Appartement,40,2,13
2989,106.0,RUE,EDMOND ROSTAND,"88,49",Appartement,47,3,13
2990,67.0,RUE,STE CECILE,"41,04",Appartement,44,2,13
2991,50.0,RUE,SAUVEUR TOBELEM,"35,1",Appartement,35,1,13
2992,4.0,RUE,PETIT CHANTIER,29,Appartement,28,3,13
2993,313.0,RUE,SAINT PIERRE,"18,72",Appartement,20,1,13
2994,49.0,RUE,BRANDIS,"47,62",Appartement,48,2,13
2995,5.0,,PLT DE MALMOUSQUE,"29,69",Appartement,25,1,13
2996,141.0,AV,DE LA TIMONE,"38,8",Appartement,39,2,13
2997,5.0,RUE,TURCON,"173,96",Maison,140,6,13
2998,42.0,CRS,GOUFFE,"56,33",Appartement,59,2,13
2999,4.0,RUE,DE LA JEUNESSE,"67,72",Appartement,64,3,13
3000,7.0,PL,JOSEPH ETIENNE,"34,84",Appartement,34,1,13
3001,159.0,AV,DE LA CAPELETTE,"27,07",Appartement,30,1,13
3002,49.0,RUE,D ENDOUME,"45,51",Appartement,49,2,13
3003,6.0,PL,DE VENISE,"61,73",Appartement,61,3,13
3004,58.0,AV,DE LA CORSE,"78,14",Appartement,85,3,13
3005,19.0,RUE,PETIT CHANTIER,"38,38",Appartement,39,2,13
3006,10.0,BD,ANDRE AUNE,68,Appartement,68,4,13
3007,154.0,RUE,DE ROME,"67,82",Appartement,56,3,13
3008,29.0,BD,BAILLE,"109,35",Appartement,108,4,13
3009,123.0,BD,ROMAIN ROLLAND,"37,89",Appartement,61,4,13
3010,52.0,RUE,CHRISTOPHE COLOMB,"38,6",Appartement,40,2,13
3011,95.0,RUE,SAINT-PIERRE,"30,86",Appartement,19,2,13
3012,5.0,TRA,DE LA SERRE,"49,38",Appartement,48,1,13
3013,38.0,RUE,DU BERCEAU,"95,1",Appartement,86,3,13
3014,29.0,RUE,DES FRERES PECCHINI,"33,69",Appartement,37,2,13
3015,7.0,PL,JOSEPH ETIENNE,"64,53",Appartement,64,3,13
3016,13.0,BD,GUSTAVE GANAY,"51,54",Appartement,52,3,13
3017,9300.0,RES,LES ARPEGES BD DES ABA,"47,33",Appartement,47,2,13
3018,9001.0,ALL,DES TOURNEURS,"64,23",Appartement,64,3,13
3019,296.0,BD,ROMAIN ROLLAND,"76,15",Appartement,77,5,13
3020,14.0,RUE,NEGRESKO,"17,1",Appartement,18,1,13
3021,5279.0,RUE,DU 14 JUILLET,"53,09",Appartement,51,3,13
3022,26.0,RUE,DOCT SEVERIN ICARD,"36,8",Appartement,37,3,13
3023,642.0,AV,DE MAZARGUES,"22,23",Appartement,22,1,13
3024,40.0,BD,DE SAINTE MARGUERITE,58,Appartement,57,3,13
3025,14.0,RUE,NEGRESKO,"69,32",Appartement,69,3,13
3026,26.0,AV,GENERAL DE GAULLE,55,Appartement,52,2,13
3027,9001.0,RES,CENTRAL PARC,"34,41",Appartement,34,1,13
3028,27.0,RUE,ROCCA,"85,37",Appartement,86,4,13
3029,9001.0,CITE,LE CORBUSIER,"103,14",Appartement,96,4,13
3030,27.0,AV,MARECHAL FOCH,"50,43",Appartement,35,2,13
3031,66.0,RUE,DU COMMANDANT ROLLAND,"27,15",Appartement,26,1,13
3032,9002.0,CHE,DE SAINTE CROIX,"53,45",Appartement,50,3,13
3033,3.0,RUE,ANTOINE PIRRODI,"29,29",Appartement,30,1,13
3034,89.0,RUE,SAINT SEBASTIEN,"51,43",Appartement,51,1,13
3035,83.0,BD,DU REDON,"68,78",Appartement,76,3,13
3036,134.0,RUE,LIANDIER,"71,56",Appartement,72,3,13
3037,23.0,BD,BAPTISTIN CAYOL,"35,55",Appartement,36,1,13
3038,9012.0,MAIL,LE MAIL,"64,3",Appartement,65,3,13
3039,22.0,RUE,MARIUS LIEUTAUD,"21,12",Appartement,22,1,13
3040,11.0,RUE,ANTOINE PIRRODI,"23,07",Appartement,22,2,13
3041,432.0,BD,DE LAVAUX,"115,53",Appartement,114,4,13
3042,34.0,RUE,NICOLE ZEMMOUR,"68,81",Appartement,68,3,13
3043,210.0,CHE,ARENE CROS,"27,9",Appartement,22,1,13
3044,9001.0,,BEAUVALLON CENTRE,"43,72",Appartement,42,2,13
3045,30.0,RUE,DES MOUSSES,"20,45",Appartement,20,1,13
3046,5073.0,,LA VERRERIE,"38,43",Appartement,38,2,13
3047,8.0,RUE,DES GORGUES,"72,36",Appartement,54,3,13
3048,30.0,RUE,DES MOUSSES,"50,32",Appartement,50,2,13
3049,360.0,AV,DU PRADO,"70,84",Appartement,70,3,13
3050,2.0,RUE,DE LA BIBLIOTHEQUE,"82,72",Appartement,84,5,13
3051,9001.0,RES,CLE DES CHAMPS,"69,87",Appartement,68,3,13
3052,88.0,AV,DE MAZARGUES,"55,63",Appartement,56,3,13
3053,86.0,BD,VOLTAIRE,"104,5",Appartement,105,5,13
3054,65.0,BD,LEI ROURE,"161,39",Maison,160,6,13
3055,4.0,BD,FRANCIS CAPUANO,"31,55",Appartement,31,1,13
3056,27.0,RUE,DU GRAND MADIER,"25,31",Appartement,24,1,13
3057,39.0,RUE,BORDE,"46,77",Appartement,47,2,13
3058,988.0,AV,CITHARISTA,"126,78",Maison,123,4,13
3059,150.0,AV,DE LA LIONNE,"40,23",Appartement,40,2,13
3060,73.0,RUE,DU ROUET,"31,97",Appartement,28,2,13
3061,42.0,AV,DES MICOCOULIERS,"68,69",Appartement,67,3,13
3062,5073.0,,LA VERRERIE,"38,07",Appartement,38,2,13
3063,257.0,ALL,LUMIERE,"50,18",Appartement,52,2,13
3064,40.0,BD,EDOUARD HERRIOT,"72,54",Appartement,72,3,13
3065,58.0,CHE,DU VAL DES BOIS,"32,44",Appartement,33,1,13
3066,26.0,AV,BEAU PIN,"25,88",Appartement,34,1,13
3067,327.0,AV,DU PRADO,"76,53",Appartement,78,3,13
3068,83.0,BD,DU REDON,"48,8",Appartement,60,2,13
3069,200.0,CHEM,DU COULET,"92,99",Maison,61,3,13
3070,21.0,ALL,GOYA,"72,09",Appartement,66,4,13
3071,9001.0,,BEAUVALLON PINEDE,"56,32",Appartement,63,3,13
3072,24.0,RUE,GRANDE,"51,71",Appartement,25,1,13
3073,244.0,AV,DU PRADO,"159,54",Appartement,171,5,13
3074,314.0,AV,DU PRADO,"82,08",Appartement,85,3,13
3075,5671.0,RES,LES CIGALES,"67,16",Appartement,67,3,13
3076,23.0,BD,VELASQUEZ,"68,45",Appartement,68,4,13
3077,,ALL,DES VERRIERS,"51,17",Appartement,50,2,13
3078,430.0,AV,MAL J DE L DE TASSIGNY,"70,67",Appartement,74,4,13
3079,1.0,RES,LE LANCIER,"31,28",Appartement,32,1,13
3080,245.0,AV,DE LA PAIX,"49,52",Appartement,49,3,13
3081,1.0,RUE,DE LORRAINE,"80,28",Appartement,79,3,13
3082,88.0,AV,DE MAZARGUES,"65,98",Appartement,66,4,13
3083,131.0,CHE,DE VIREBELLE,"77,37",Appartement,73,4,13
3084,9001.0,RES,LES FRENES,"85,11",Appartement,88,4,13
3085,143.0,AV,DE HAMBOURG,"105,47",Appartement,101,5,13
3086,24.0,BD,TROLLAT,"120,43",Maison,100,4,13
3087,,ALL,DES VERRIERS,"66,44",Appartement,66,3,13
3088,9001.0,CITE,LE CORBUSIER,"92,88",Appartement,96,4,13
3089,9001.0,,GR LE JARDIN DES COSSETTES,"93,93",Maison,96,5,13
3090,221.0,VC,ANCIEN CHEM DE CASSIS,"21,19",Appartement,21,1,13
3091,20.0,RUE,DE LA MAGALONE,"53,56",Appartement,54,3,13
3092,523.0,RUE,PARADIS,"31,65",Appartement,32,1,13
3093,35.0,RUE,GRANDE,"31,33",Appartement,40,2,13
3094,14.0,AV,DU CLOS DES OLIVIERS,"58,26",Appartement,58,3,13
3095,34.0,IMP,JEAN OLIVIER,"47,66",Appartement,48,2,13
3096,250.0,CHE,ARENE CROS,"35,58",Appartement,42,2,13
3097,5015.0,,LA BOUILLADISSE,"25,02",Appartement,40,3,13
3098,39.0,BD,EMILE SICARD,"36,6",Appartement,45,2,13
3099,391.0,BD,ROMAIN ROLLAND,"63,64",Appartement,63,4,13
3100,121.0,BD,PAUL CLAUDEL,"56,1",Appartement,56,3,13
3101,20.0,BD,MIREILLE JOURDAN BARRY,"58,36",Appartement,56,2,13
3102,3.0,AV,DE LA FARINIERE,"66,06",Appartement,65,3,13
3103,83.0,BD,DU REDON,"110,3",Appartement,120,5,13
3104,210.0,CHEM,DU COULET,"65,97",Maison,73,3,13
3105,3.0,ALL,CERVANTES,"53,36",Appartement,53,2,13
3106,318.0,CHE,DE ROUMAGOUA,"55,3",Appartement,62,3,13
3107,61.0,CHE,DES PASSONS,"109,3",Appartement,108,4,13
3108,13.0,RUE,MMRS BOYER,"55,13",Appartement,78,2,13
3109,16.0,SQ,MICHELET,"57,99",Appartement,60,3,13
3110,20.0,RUE,DE LA MAGALONE,"52,17",Appartement,54,3,13
3111,9300.0,RES,LES ARPEGES BD DES ABA,"92,03",Appartement,94,5,13
3112,17.0,RUE,DE CLUNY,"35,22",Appartement,34,2,13
3113,2.0,RUE,MARIUS PASCAU,"31,31",Appartement,31,2,13
3114,250.0,CHE,ARENE CROS,"27,9",Appartement,26,1,13
3115,83.0,BD,DU REDON,"38,54",Appartement,52,2,13
3116,9101.0,RES,CASSIS LE VALLAT,"69,9",Appartement,69,3,13
3117,150.0,AV,DE LA LIONNE,"61,93",Appartement,61,3,13
3118,170.0,AV,CAPORAL CHEF ALAIN DERUY,"32,85",Appartement,32,2,13
3119,9001.0,RES,CLE DES CHAMPS,"73,21",Appartement,75,4,13
3120,27.0,AV,MARECHAL FOCH,"33,29",Appartement,38,2,13
3121,9001.0,RES,LE CORAIL,"34,37",Appartement,37,1,13
3122,168.0,RUE,DU ROUET,"48,04",Appartement,49,3,13
3123,10.0,ALL,GUY HUVE,"93,52",Maison,94,4,13
3124,9025.0,,GRP PROVENCE AVE VERDUN,"50,37",Appartement,51,3,13
3125,314.0,AV,DU PRADO,"43,16",Appartement,44,2,13
3126,4.0,AV,VALMONT,"103,8",Appartement,103,5,13
3127,37.0,CHE,DU PUITS DE BRUNET,"65,06",Appartement,64,3,13
3128,4.0,RUE,MARIUS LIEUTAUD,"37,74",Appartement,37,2,13
3129,7.0,AV,DU HUIT MAI,"76,82",Appartement,82,3,13
3130,75.0,BD,DU REDON,"60,6",Appartement,60,3,13
3131,64.0,RUE,DU COMMANDANT ROLLAND,"113,8",Appartement,78,3,13
3132,201.0,SQ,LA CRAVACHE,"51,21",Appartement,51,3,13
3133,5088.0,CHE,DU PUITS ARMAND,84,Appartement,85,4,13
3134,5597.0,,LE REPOS,"32,71",Appartement,40,2,13
3135,58.0,RUE,DE LA REPUBLIQUE,"34,9",Appartement,60,1,13
3136,1.0,PL,DES MARTYRS,"84,5",Appartement,105,4,13
3137,10.0,RUE,DU GRAND MADIER,41,Appartement,45,3,13
3138,25.0,RUE,DOMERGUE,"43,51",Appartement,44,1,13
3139,34.0,BD,GASTON CREMIEUX,"85,2",Appartement,60,3,13
3140,3.0,AV,AUGUSTE FAVIER,"56,75",Appartement,57,2,13
3141,2.0,AV,DU PRE,"42,66",Appartement,42,2,13
3142,121.0,CHE,DE L HOMME ROUGE,"40,4",Appartement,46,3,13
3143,5000.0,AV,ERNEST SUBILIA,"28,34",Appartement,28,2,13
3144,250.0,CHE,ARENE CROS,"21,76",Appartement,21,1,13
3145,34.0,RUE,DE L ARENE,"84,44",Appartement,84,4,13
3146,22.0,SQ,MICHELET,"78,08",Appartement,79,4,13
3147,151.0,AV,FRANKLIN ROOSEVELT,"52,3",Appartement,52,2,13
3148,10.0,RUE,FREDERIC MISTRAL,"67,96",Appartement,70,4,13
3149,9001.0,RES,LES LAVANDES,"88,47",Appartement,92,5,13
3150,216.0,AV,DU PRADO,"101,76",Appartement,101,4,13
3151,2.0,BD,DES CEDRES,"97,95",Appartement,73,4,13
3152,92.0,CHE,COLLINE ST JOSEPH,"78,07",Appartement,79,3,13
3153,95.0,AV,DE LA MADRAGUE MONTREDON,"29,81",Appartement,30,1,13
3154,5.0,RUE,BORDE,"22,33",Appartement,24,1,13
3155,43.0,TRA,PARANGON,"50,8",Appartement,51,2,13
3156,1691.0,CHE,DES SEVERIERS,"66,1",Appartement,67,3,13
3157,42.0,RUE,HENRI TOMASI,"68,26",Appartement,68,3,13
3158,9.0,TRA,DE LA GOUFFONNE,"66,74",Appartement,66,3,13
3159,20.0,RUE,DE LA MAGALONE,"52,02",Appartement,50,3,13
3160,288.0,RUE,PARADIS,"89,43",Appartement,98,3,13
3161,9001.0,CITE,LE CORBUSIER,31,Appartement,31,1,13
3162,1.0,ALL,MURILLO,"81,71",Appartement,78,3,13
3163,20.0,CHE,DU ROI D ESPAGNE,"72,41",Appartement,71,3,13
3164,83.0,BD,DU REDON,"68,37",Appartement,76,3,13
3165,123.0,TRA,PARANGON,"72,28",Appartement,76,4,13
3166,11.0,TRA,DE L OLYMPIQUE,"53,63",Appartement,53,1,13
3167,6.0,RUE,DE LA LIBERTE,"35,91",Appartement,26,1,13
3168,131.0,AV,DU PRADO,"85,02",Appartement,88,3,13
3169,471.0,AV,D ALSACE,"54,12",Appartement,46,3,13
3170,16.0,RUE,PEYPAGAN,"35,22",Appartement,35,2,13
3171,62.0,AV,JULES CANTINI,"90,67",Appartement,84,5,13
3172,16.0,RUE,CANOLLE,"36,56",Appartement,37,1,13
3173,83.0,BD,DU REDON,"55,49",Appartement,66,3,13
3174,149.0,AV,PIERRE ROVARCH,"76,15",Appartement,73,3,13
3175,49.0,BD,DE MAILLANE,"75,93",Appartement,78,4,13
3176,11.0,AV,BEAU SOLEIL,"56,96",Appartement,56,3,13
3177,3.0,ALL,CERVANTES,"86,93",Appartement,87,4,13
3178,217.0,AV,DE MAZARGUES,"45,2",Appartement,35,1,13
3179,4.0,RUE,DU PONT,"72,88",Appartement,70,3,13
3180,9291.0,,LES CREISSAUDS OUEST,"95,78",Appartement,96,4,13
3181,46.0,RUE,DES MOUSSES,"28,86",Appartement,29,1,13
3182,145.0,BD,PERIER,"67,72",Appartement,70,3,13
3183,41.0,AV,ANDRE ZENATTI,29,Appartement,29,1,13
3184,8.0,AV,GASCOGNE,"93,12",Appartement,92,4,13
3185,523.0,RUE,PARADIS,"31,67",Appartement,33,1,13
3186,100.0,CHE,DE ROUMAGOUA,"66,86",Appartement,66,3,13
3187,203.0,BD,DE CLAVEL,"116,77",Appartement,115,5,13
3188,43.0,RTE,NATIONALE 96,"21,48",Appartement,20,2,13
3189,199.0,AV,DU PRADO,"51,9",Appartement,60,2,13
3190,83.0,BD,DU REDON,"83,7",Appartement,91,5,13
3191,12.0,RUE,DES COMBATTANTS,"24,3",Appartement,25,1,13
3192,170.0,AV,CAPORAL CHEF ALAIN DERUY,"33,37",Appartement,32,2,13
3193,42.0,RUE,LOUIS VIGNOL,"56,03",Appartement,40,3,13
3194,4.0,PL,D AMONT,"85,15",Appartement,110,3,13
3195,130.0,CHE,DE MORGIOU,"90,74",Appartement,90,4,13
3196,97.0,ALL,SURCOUF,"70,86",Maison,66,4,13
3197,7.0,RUE,ELZEARD PREVOST,"28,22",Appartement,30,2,13
3198,9001.0,RES,CENTRAL PARC,"76,45",Appartement,75,4,13
3199,391.0,BD,ROMAIN ROLLAND,"51,29",Appartement,51,3,13
3200,130.0,CHE,DE MORGIOU,"74,1",Appartement,74,3,13
3201,391.0,BD,ROMAIN ROLLAND,"61,1",Appartement,61,4,13
3202,250.0,CHE,ARENE CROS,"20,78",Appartement,20,2,13
3203,9017.0,TRA,DES AIRES NOUVEAUX,"33,74",Maison,40,2,13
3204,41.0,RUE,LOUIS VIGNOL,"40,97",Appartement,32,2,13
3205,4.0,RUE,BLANCHE,"29,93",Appartement,29,1,13
3206,9016.0,AV,DES GOUMS,"71,1",Appartement,73,4,13
3207,14.0,RUE,DES LAURIERS ROSES,"57,9",Maison,61,3,13
3208,9121.0,RUE,DU GD CAVAILLON,"35,55",Appartement,36,2,13
3209,367.0,AV,DU PRADO,"90,01",Appartement,60,2,13
3210,314.0,AV,DU PRADO,"27,79",Appartement,29,2,13
3211,9.0,SQ,JEAN BOUIN,"53,1",Appartement,54,1,13
3212,461.0,CHE,DES BAGNOLS,"22,04",Appartement,22,1,13
3213,82.0,RUE,PORTALIS,"75,72",Appartement,75,4,13
