Valeur fonciere,Code postal,Commune,Surface Carrez du 1er lot,Type local,Surface reelle bati,Nombre pieces principales
78000.0,35540.0,MINIAC-MORVAN,47.32,Appartement,47,2
166800.0,35350.0,SAINT-MELOIR-DES-ONDES,90.63,Appartement,56,3
130000.0,35400.0,SAINT-MALO,21.13,Appartement,25,1
251000.0,35400.0,SAINT-MALO,61.25,Appartement,61,3
161000.0,35400.0,SAINT-MALO,36.7,Appartement,37,1
220000.0,35400.0,SAINT-MALO,70.29,Appartement,74,3
210000.0,35800.0,DINARD,49.47,Appartement,45,3
177000.0,35540.0,MINIAC-MORVAN,90.24,Maison,90,4
117950.0,35800.0,DINARD,21.45,Appartement,21,1
51000.0,35800.0,DINARD,21.45,Appartement,22,1
601000.0,35800.0,DINARD,91.86,Appartement,62,3
132000.0,35400.0,SAINT-MALO,27.6,Appartement,28,1
121700.0,35190.0,SAINT-DOMINEUC,62.64,Appartement,69,3
200000.0,35400.0,SAINT-MALO,54.5,Appartement,54,3
108490.0,35400.0,SAINT-MALO,29.89,Appartement,28,1
162500.0,35400.0,SAINT-MALO,35.55,Appartement,45,3
228000.0,35400.0,SAINT-MALO,46.62,Appartement,48,1
149400.0,35400.0,SAINT-MALO,35.74,Appartement,38,1
65000.0,35400.0,SAINT-MALO,17.39,Appartement,17,1
193090.0,35400.0,SAINT-MALO,50.02,Appartement,49,2
89498.0,35120.0,DOL DE BRETAGNE,47.89,Appartement,47,2
134200.0,35400.0,SAINT-MALO,24.2,Appartement,30,1
545205.0,35400.0,SAINT-MALO,118.64,Appartement,118,5
174000.0,35800.0,DINARD,30.93,Appartement,30,1
107000.0,35120.0,DOL DE BRETAGNE,65.75,Appartement,63,3
75000.0,35400.0,SAINT-MALO,30.39,Appartement,32,1
90000.0,35350.0,LA GOUESNIERE,36.8,Appartement,48,2
140000.0,35260.0,CANCALE,39.25,Appartement,40,3
119712.0,35430.0,SAINT-JOUAN-DES-GUERETS,75.27,Appartement,55,2
382000.0,35260.0,CANCALE,77.16,Appartement,73,4
24500.0,35400.0,SAINT-MALO,5.21,Appartement,8,1
173000.0,35260.0,CANCALE,36.59,Appartement,42,2
145000.0,35400.0,SAINT-MALO,25.32,Appartement,28,1
141231.0,35400.0,SAINT-MALO,18.76,Appartement,19,1
140000.0,35400.0,SAINT-MALO,51.58,Appartement,54,2
168000.0,35800.0,DINARD,37.72,Appartement,40,1
140500.0,35120.0,DOL DE BRETAGNE,81.97,Maison,82,4
85000.0,35120.0,DOL DE BRETAGNE,85.0,Appartement,80,4
380000.0,35800.0,DINARD,63.77,Appartement,62,3
109060.0,35400.0,SAINT-MALO,20.09,Appartement,20,1
52000.0,35800.0,DINARD,13.47,Appartement,13,1
85000.0,35400.0,SAINT-MALO,18.8,Appartement,22,1
262000.0,35400.0,SAINT-MALO,66.69,Appartement,65,3
66000.0,35400.0,SAINT-MALO,19.09,Appartement,19,1
180000.0,35400.0,SAINT-MALO,73.36,Appartement,70,3
163000.0,35400.0,SAINT-MALO,94.42,Appartement,94,4
165800.0,35400.0,SAINT-MALO,64.57,Appartement,64,4
205000.0,35800.0,DINARD,66.4,Maison,68,4
51750.0,35120.0,DOL DE BRETAGNE,21.07,Appartement,25,2
124000.0,35400.0,SAINT-MALO,23.7,Appartement,26,1
225000.0,35400.0,SAINT-MALO,62.05,Appartement,66,3
125000.0,35120.0,DOL DE BRETAGNE,90.0,Appartement,80,3
88000.0,35400.0,SAINT-MALO,18.2,Appartement,19,1
188000.0,35400.0,SAINT-MALO,59.51,Appartement,59,3
165500.0,35800.0,DINARD,32.14,Appartement,33,1
165000.0,35400.0,SAINT-MALO,42.51,Appartement,43,2
150000.0,35260.0,CANCALE,33.0,Appartement,40,2
196223.0,35800.0,DINARD,41.63,Appartement,41,2
158000.0,35400.0,SAINT-MALO,37.27,Appartement,37,2
70000.0,35400.0,SAINT-MALO,25.77,Appartement,25,3
425000.0,35800.0,DINARD,94.23,Appartement,105,4
268386.0,35610.0,ROZ-SUR-COUESNON,15.4,Appartement,15,1
125820.0,35400.0,SAINT-MALO,33.19,Appartement,31,1
90000.0,35113.0,DOMAGNE,41.65,Appartement,41,2
14000.0,35130.0,LA GUERCHE-DE-BRETAGNE,33.47,Appartement,33,1
70000.0,35500.0,VITRE,66.41,Appartement,68,3
59000.0,35130.0,LA GUERCHE-DE-BRETAGNE,45.16,Appartement,50,2
30500.0,35500.0,VITRE,47.57,Appartement,47,1
62500.0,35500.0,VITRE,28.95,Appartement,30,1
92000.0,35500.0,VITRE,43.15,Appartement,44,1
194800.0,35500.0,VITRE,78.51,Appartement,76,4
125000.0,35500.0,VITRE,71.51,Appartement,68,3
15000.0,35500.0,VITRE,11.91,Appartement,10,1
75000.0,35500.0,VITRE,37.52,Appartement,38,2
125000.0,35220.0,CHATEAUBOURG,62.78,Maison,64,3
122500.0,35500.0,VITRE,52.29,Appartement,79,3
92000.0,35220.0,CHATEAUBOURG,39.2,Appartement,40,2
98000.0,35240.0,RETIERS,60.68,Appartement,61,3
79600.0,35500.0,VITRE,29.79,Appartement,29,1
205000.0,35500.0,VITRE,65.48,Appartement,65,3
120000.0,35500.0,VITRE,77.4,Appartement,77,4
98000.0,35500.0,VITRE,49.98,Appartement,50,3
100000.0,35500.0,VITRE,75.0,Appartement,60,3
151000.0,35500.0,VITRE,57.37,Appartement,55,3
137000.0,35220.0,CHATEAUBOURG,64.07,Appartement,64,3
42000.0,35450.0,VAL-D'IZE,59.4,Appartement,63,3
34000.0,36000.0,CHATEAUROUX,33.5,Appartement,33,1
62500.0,36400.0,LA CHATRE,65.7,Appartement,65,3
35000.0,36000.0,CHATEAUROUX,61.27,Appartement,60,3
48000.0,36400.0,LA CHATRE,64.49,Appartement,57,2
38000.0,36000.0,CHATEAUROUX,29.24,Appartement,30,1
61000.0,36000.0,CHATEAUROUX,91.2,Appartement,93,4
79000.0,37300.0,JOUE LES TOURS,57.03,Appartement,58,3
128420.0,37000.0,TOURS,51.26,Appartement,53,2
213000.0,37000.0,TOURS,58.58,Appartement,57,3
110500.0,37000.0,TOURS,63.1,Appartement,70,3
121000.0,37520.0,LA RICHE,68.01,Appartement,68,3
61500.0,37000.0,TOURS,18.1,Appartement,19,1
82500.0,37000.0,TOURS,28.75,Appartement,29,1
139000.0,37000.0,TOURS,76.45,Appartement,77,4
122450.0,37100.0,TOURS,65.52,Appartement,66,3
156500.0,37000.0,TOURS,61.54,Appartement,59,2
205000.0,37270.0,MONTLOUIS-SUR-LOIRE,88.45,Maison,89,4
94000.0,37000.0,TOURS,42.94,Appartement,46,2
140000.0,37520.0,LA RICHE,62.88,Appartement,69,3
98200.0,37100.0,TOURS,42.2,Appartement,42,2
65766.0,37300.0,JOUE LES TOURS,24.71,Appartement,28,2
195000.0,37520.0,LA RICHE,66.95,Appartement,68,3
62000.0,37700.0,SAINT-PIERRE-DES-CORPS,36.26,Appartement,35,2
114200.0,37200.0,TOURS,78.61,Appartement,71,4
134000.0,37550.0,SAINT AVERTIN,86.29,Appartement,86,4
155350.0,37000.0,TOURS,56.04,Appartement,126,6
62000.0,37100.0,TOURS,25.53,Appartement,27,1
67000.0,37200.0,TOURS,66.2,Appartement,64,3
92000.0,37550.0,SAINT AVERTIN,58.77,Appartement,54,3
71100.0,37000.0,TOURS,29.49,Appartement,30,1
150900.0,37000.0,TOURS,45.91,Appartement,47,2
204000.0,37230.0,FONDETTES,80.7,Maison,81,4
196000.0,37270.0,MONTLOUIS-SUR-LOIRE,93.07,Maison,100,5
177500.0,37300.0,JOUE LES TOURS,63.17,Appartement,63,3
144000.0,37520.0,LA RICHE,77.44,Appartement,74,5
214500.0,37000.0,TOURS,83.27,Appartement,83,4
68300.0,37000.0,TOURS,65.97,Appartement,62,3
225800.0,37300.0,JOUE LES TOURS,128.58,Maison,94,5
106500.0,37000.0,TOURS,36.28,Appartement,37,2
82353.0,37000.0,TOURS,31.0,Appartement,20,1
95000.0,37300.0,JOUE LES TOURS,80.7,Appartement,81,5
73200.0,37540.0,SAINT CYR SUR LOIRE,30.66,Appartement,30,1
151200.0,37000.0,TOURS,40.27,Appartement,60,2
38000.0,37200.0,TOURS,17.96,Appartement,19,1
73500.0,37300.0,JOUE LES TOURS,67.0,Appartement,65,3
234900.0,37000.0,TOURS,93.73,Maison,105,5
152000.0,37100.0,TOURS,67.23,Appartement,67,3
114600.0,37300.0,JOUE LES TOURS,68.02,Appartement,71,3
90500.0,37390.0,NOTRE-DAME-D OE,41.1,Appartement,41,2
104000.0,37000.0,TOURS,63.09,Appartement,60,2
157200.0,37000.0,TOURS,54.66,Appartement,65,2
217300.0,37100.0,TOURS,56.78,Appartement,60,3
129500.0,37000.0,TOURS,36.06,Appartement,37,1
72500.0,37300.0,JOUE LES TOURS,49.81,Appartement,51,2
121250.0,37200.0,TOURS,79.27,Appartement,81,4
86000.0,37700.0,SAINT-PIERRE-DES-CORPS,36.32,Appartement,35,2
97000.0,37210.0,ROCHECORBON,24.7,Appartement,42,2
210000.0,37520.0,LA RICHE,82.7,Maison,82,3
104000.0,37520.0,LA RICHE,52.52,Appartement,52,3
112000.0,37000.0,TOURS,67.64,Appartement,63,3
74000.0,37000.0,TOURS,21.4,Appartement,15,1
54000.0,37300.0,JOUE LES TOURS,34.29,Appartement,34,1
149000.0,37100.0,TOURS,88.42,Appartement,88,5
117900.0,37000.0,TOURS,31.0,Appartement,31,1
174000.0,37000.0,TOURS,41.58,Appartement,19,1
110000.0,37520.0,LA RICHE,54.12,Appartement,55,3
134000.0,37520.0,LA RICHE,93.33,Appartement,84,4
172800.0,37000.0,TOURS,57.5,Appartement,65,2
106000.0,37100.0,TOURS,76.11,Appartement,46,2
64600.0,37000.0,TOURS,42.94,Appartement,41,1
75500.0,37200.0,TOURS,43.47,Appartement,43,2
141000.0,37000.0,TOURS,51.17,Appartement,49,2
68500.0,37100.0,TOURS,30.2,Appartement,30,1
69000.0,37300.0,JOUE LES TOURS,72.26,Appartement,65,3
72750.0,37000.0,TOURS,78.65,Appartement,78,4
197700.0,37000.0,TOURS,106.72,Appartement,83,3
272000.0,37000.0,TOURS,63.75,Appartement,68,2
88500.0,37000.0,TOURS,35.14,Appartement,44,2
385000.0,37000.0,TOURS,109.1,Appartement,105,4
188000.0,37300.0,JOUE LES TOURS,97.0,Maison,97,4
167400.0,37300.0,JOUE LES TOURS,84.34,Maison,82,4
120074.53,37700.0,SAINT-PIERRE-DES-CORPS,94.8,Appartement,91,5
116500.0,37000.0,TOURS,39.94,Appartement,43,1
230000.0,37300.0,JOUE LES TOURS,103.95,Maison,114,6
123000.0,37000.0,TOURS,38.96,Appartement,40,1
130500.0,37000.0,TOURS,35.72,Appartement,37,1
63000.0,37200.0,TOURS,26.87,Appartement,30,1
119500.0,37000.0,TOURS,73.55,Appartement,72,4
80500.0,37100.0,TOURS,32.27,Appartement,32,1
122000.0,37300.0,JOUE LES TOURS,82.73,Appartement,81,5
90000.0,37300.0,JOUE LES TOURS,54.3,Appartement,48,2
51000.0,37700.0,SAINT-PIERRE-DES-CORPS,74.49,Appartement,75,4
201000.0,37520.0,LA RICHE,75.77,Appartement,75,4
66000.0,37000.0,TOURS,31.92,Appartement,33,1
44750.0,37000.0,TOURS,25.55,Appartement,28,1
170000.0,37540.0,SAINT CYR SUR LOIRE,54.49,Appartement,54,3
82600.0,37300.0,JOUE LES TOURS,39.25,Appartement,40,1
181000.0,37100.0,TOURS,75.54,Appartement,69,3
434000.0,37100.0,TOURS,119.66,Appartement,117,4
209000.0,37540.0,SAINT CYR SUR LOIRE,63.03,Appartement,63,3
139500.0,37000.0,TOURS,45.81,Appartement,47,2
51955.86,37000.0,TOURS,17.41,Appartement,16,1
81000.0,37200.0,TOURS,62.62,Appartement,57,3
125000.0,37520.0,LA RICHE,76.43,Appartement,76,5
98500.0,37200.0,TOURS,32.9,Appartement,32,1
98000.0,37000.0,TOURS,34.45,Appartement,73,4
75000.0,37000.0,TOURS,24.5,Appartement,25,1
57650.0,37000.0,TOURS,22.56,Appartement,26,1
54000.0,37000.0,TOURS,16.16,Appartement,15,1
124000.0,37100.0,TOURS,43.2,Appartement,43,2
75113.0,37000.0,TOURS,19.95,Appartement,25,1
154914.0,37000.0,TOURS,75.7,Appartement,83,2
45000.0,37700.0,SAINT-PIERRE-DES-CORPS,48.99,Appartement,49,2
44000.0,37270.0,MONTLOUIS-SUR-LOIRE,31.5,Appartement,30,1
170000.0,37390.0,LA MEMBROLLE-SUR-CHOISILLE,37.95,Appartement,38,1
82000.0,37000.0,TOURS,61.32,Appartement,59,3
182000.0,37200.0,TOURS,72.0,Appartement,72,3
60000.0,37000.0,TOURS,40.3,Appartement,39,1
192550.0,37100.0,TOURS,90.08,Maison,79,4
154500.0,37100.0,TOURS,74.0,Appartement,72,3
110000.0,37540.0,SAINT CYR SUR LOIRE,45.88,Appartement,42,2
117000.0,37000.0,TOURS,34.71,Appartement,35,2
150000.0,37000.0,TOURS,34.97,Appartement,35,2
42000.0,37300.0,JOUE LES TOURS,17.89,Appartement,17,1
41000.0,37200.0,TOURS,13.05,Appartement,13,1
124000.0,37520.0,LA RICHE,50.25,Appartement,50,2
140000.0,37000.0,TOURS,42.05,Appartement,41,2
181500.0,37100.0,TOURS,70.44,Appartement,71,3
130000.0,37000.0,TOURS,40.27,Appartement,40,2
84000.0,37100.0,TOURS,18.51,Maison,19,1
105000.0,37000.0,TOURS,97.35,Appartement,90,5
420000.0,37540.0,SAINT CYR SUR LOIRE,125.71,Appartement,124,4
85000.0,37000.0,TOURS,27.95,Appartement,27,1
87500.0,37100.0,TOURS,38.41,Appartement,39,2
158000.0,37000.0,TOURS,76.86,Appartement,69,3
73850.0,37300.0,JOUE LES TOURS,69.0,Appartement,70,4
56000.0,37300.0,JOUE LES TOURS,30.21,Appartement,30,1
81000.0,37700.0,SAINT-PIERRE-DES-CORPS,39.0,Appartement,39,2
56000.0,37540.0,SAINT CYR SUR LOIRE,27.66,Appartement,30,1
56000.0,37000.0,TOURS,18.16,Appartement,19,1
64000.0,37000.0,TOURS,20.93,Appartement,23,1
76000.0,37510.0,BALLAN MIRE,31.01,Appartement,32,1
113200.0,37170.0,CHAMBRAY LES TOURS,67.15,Appartement,64,3
114940.0,37170.0,CHAMBRAY LES TOURS,62.99,Appartement,63,3
100000.0,37400.0,AMBOISE,63.19,Appartement,61,3
72500.0,37170.0,CHAMBRAY LES TOURS,28.85,Appartement,32,1
83000.0,37510.0,BALLAN MIRE,33.75,Appartement,35,1
129290.0,37510.0,BALLAN MIRE,72.22,Appartement,75,3
54800.0,37170.0,CHAMBRAY LES TOURS,19.53,Appartement,21,1
103000.0,37170.0,CHAMBRAY LES TOURS,44.38,Appartement,46,2
85000.0,37170.0,CHAMBRAY LES TOURS,34.59,Appartement,38,2
28000.0,37120.0,RICHELIEU,74.48,Appartement,75,4
52500.0,37140.0,BOURGUEIL,50.8,Appartement,48,2
54000.0,37140.0,BOURGUEIL,50.8,Appartement,51,2
63000.0,37600.0,LOCHES,47.92,Appartement,48,2
82500.0,37600.0,LOCHES,52.95,Appartement,55,3
70000.0,37600.0,LOCHES,55.48,Appartement,55,2
115000.0,37600.0,LOCHES,69.4,Maison,70,3
47000.0,37160.0,DESCARTES,70.0,Appartement,69,4
109000.0,37600.0,LOCHES,45.6,Maison,45,2
43000.0,37160.0,DESCARTES,70.42,Appartement,69,4
74000.0,37600.0,LOCHES,48.0,Appartement,48,2
332000.0,38000.0,GRENOBLE,95.74,Appartement,95,3
172950.0,38100.0,GRENOBLE,76.75,Appartement,73,3
80750.0,38000.0,GRENOBLE,18.0,Appartement,19,0
204000.0,38400.0,SAINT-MARTIN-D'HERES,81.25,Appartement,81,4
153300.0,38100.0,GRENOBLE,61.23,Appartement,62,3
78000.0,38400.0,SAINT-MARTIN-D'HERES,60.73,Appartement,61,4
125000.0,38610.0,GIERES,48.3,Appartement,49,3
144100.0,38000.0,GRENOBLE,57.64,Appartement,58,3
149500.0,38000.0,GRENOBLE,76.48,Appartement,77,4
196400.0,38000.0,GRENOBLE,73.12,Appartement,68,3
149150.0,38000.0,GRENOBLE,71.79,Appartement,77,3
99750.0,38000.0,GRENOBLE,31.0,Appartement,31,2
120930.0,38400.0,SAINT-MARTIN-D'HERES,47.67,Appartement,47,2
247000.0,38000.0,GRENOBLE,87.7,Appartement,83,4
105050.0,38100.0,GRENOBLE,52.39,Appartement,54,3
160000.0,38700.0,LA TRONCHE,64.64,Appartement,68,4
360250.0,38610.0,GIERES,100.78,Maison,98,5
202550.0,38000.0,GRENOBLE,60.46,Appartement,57,2
602500.0,38240.0,MEYLAN,132.05,Appartement,141,4
192000.0,38330.0,MONTBONNOT-SAINT-MARTIN,42.06,Appartement,42,2
158035.0,38000.0,GRENOBLE,50.11,Appartement,50,2
434410.0,38000.0,GRENOBLE,110.12,Appartement,117,4
65800.0,38100.0,GRENOBLE,17.3,Appartement,17,1
101600.0,38100.0,GRENOBLE,54.0,Appartement,53,3
530000.0,38000.0,GRENOBLE,195.88,Appartement,169,6
160490.0,38100.0,GRENOBLE,79.09,Appartement,63,3
93500.0,38000.0,GRENOBLE,21.83,Appartement,23,1
53040.0,38000.0,GRENOBLE,14.75,Appartement,15,1
152000.0,38130.0,ECHIROLLES,70.09,Appartement,70,3
283050.0,38330.0,MONTBONNOT-SAINT-MARTIN,74.5,Appartement,75,3
178000.0,38000.0,GRENOBLE,75.92,Appartement,90,3
108000.0,38130.0,ECHIROLLES,69.31,Appartement,65,4
273600.0,38400.0,SAINT-MARTIN-D'HERES,83.63,Appartement,83,4
278400.0,38100.0,GRENOBLE,88.21,Appartement,87,4
153000.0,38100.0,GRENOBLE,66.89,Appartement,65,2
219000.0,38100.0,GRENOBLE,79.0,Appartement,85,4
148300.0,38240.0,MEYLAN,53.23,Appartement,53,3
270000.0,38240.0,MEYLAN,59.14,Appartement,62,2
95800.0,38000.0,GRENOBLE,51.58,Appartement,57,2
282000.0,38000.0,GRENOBLE,99.09,Appartement,95,4
68000.0,38000.0,GRENOBLE,21.55,Appartement,22,1
114600.0,38100.0,GRENOBLE,46.4,Appartement,46,2
169500.0,38000.0,GRENOBLE,69.34,Appartement,68,4
215500.0,38130.0,ECHIROLLES,78.45,Appartement,79,4
123500.0,38000.0,GRENOBLE,29.05,Appartement,28,1
69710.0,38000.0,GRENOBLE,19.76,Appartement,18,1
169000.0,38130.0,ECHIROLLES,96.37,Appartement,97,5
112000.0,38100.0,GRENOBLE,38.54,Appartement,39,1
113645.0,38400.0,SAINT-MARTIN-D'HERES,60.29,Appartement,60,3
52300.0,38100.0,GRENOBLE,22.58,Appartement,22,1
61000.0,38100.0,GRENOBLE,15.05,Appartement,13,0
302390.0,38000.0,GRENOBLE,104.96,Appartement,107,4
142000.0,38130.0,ECHIROLLES,92.62,Appartement,90,4
128000.0,38100.0,GRENOBLE,49.06,Appartement,49,3
161500.0,38000.0,GRENOBLE,57.58,Appartement,52,3
194000.0,38000.0,GRENOBLE,38.14,Appartement,40,2
123800.0,38000.0,GRENOBLE,60.87,Appartement,57,2
258000.0,38000.0,GRENOBLE,93.54,Appartement,92,4
127000.0,38000.0,GRENOBLE,44.7,Appartement,39,1
293650.0,38000.0,GRENOBLE,118.33,Appartement,116,5
122550.0,38000.0,GRENOBLE,70.38,Appartement,61,3
203100.0,38400.0,SAINT-MARTIN-D'HERES,79.28,Appartement,79,4
169400.0,38000.0,GRENOBLE,70.19,Appartement,70,3
159400.0,38100.0,GRENOBLE,61.27,Appartement,61,3
430200.0,38000.0,GRENOBLE,196.88,Appartement,199,6
85310.0,38000.0,GRENOBLE,22.36,Appartement,22,1
91500.0,38000.0,GRENOBLE,32.44,Appartement,31,1
154900.0,38400.0,SAINT-MARTIN-D'HERES,74.11,Appartement,73,4
257000.0,38330.0,SAINT-NAZAIRE-LES-EYMES,70.39,Appartement,70,3
209340.0,38130.0,ECHIROLLES,65.48,Appartement,65,3
60370.0,38000.0,GRENOBLE,24.44,Appartement,24,1
155000.0,38130.0,ECHIROLLES,95.68,Appartement,93,4
94970.0,38000.0,GRENOBLE,56.41,Appartement,43,3
125200.0,38100.0,GRENOBLE,48.67,Appartement,49,3
125000.0,38240.0,MEYLAN,53.68,Appartement,55,3
68600.0,38100.0,GRENOBLE,18.82,Appartement,19,1
62700.0,38000.0,GRENOBLE,24.42,Appartement,24,1
190090.0,38000.0,GRENOBLE,73.08,Appartement,73,4
154800.0,38000.0,GRENOBLE,58.89,Appartement,56,2
127500.0,38000.0,GRENOBLE,68.09,Appartement,74,3
62900.0,38130.0,ECHIROLLES,19.45,Appartement,19,1
100000.0,38400.0,SAINT-MARTIN-D'HERES,70.16,Appartement,74,4
161400.0,38000.0,GRENOBLE,63.24,Appartement,60,3
113280.0,38400.0,SAINT-MARTIN-D'HERES,61.83,Appartement,69,3
162000.0,38130.0,ECHIROLLES,82.4,Appartement,74,4
145000.0,38130.0,ECHIROLLES,60.49,Appartement,60,3
174000.0,38100.0,GRENOBLE,63.48,Appartement,63,3
192950.0,38240.0,MEYLAN,61.08,Appartement,63,4
50000.0,38130.0,ECHIROLLES,38.33,Appartement,38,1
386000.0,38000.0,GRENOBLE,117.86,Appartement,126,4
160500.0,38000.0,GRENOBLE,41.2,Appartement,40,2
94000.0,38240.0,MEYLAN,27.63,Appartement,28,1
456000.0,38330.0,BIVIERS,91.37,Appartement,92,4
188000.0,38400.0,SAINT-MARTIN-D'HERES,65.4,Appartement,64,3
178200.0,38000.0,GRENOBLE,73.9,Appartement,77,4
264000.0,38330.0,SAINT-ISMIER,64.88,Appartement,65,3
222800.0,38000.0,GRENOBLE,85.97,Appartement,91,4
255000.0,38700.0,LA TRONCHE,97.23,Appartement,96,4
189000.0,38000.0,GRENOBLE,71.18,Appartement,72,3
129750.0,38000.0,GRENOBLE,47.28,Appartement,47,2
80000.0,38130.0,ECHIROLLES,54.88,Appartement,57,1
256500.0,38000.0,GRENOBLE,72.23,Appartement,75,3
205900.0,38100.0,GRENOBLE,84.55,Appartement,80,4
100500.0,38130.0,ECHIROLLES,48.25,Appartement,48,2
69500.0,38610.0,GIERES,18.5,Appartement,19,1
149000.0,38320.0,EYBENS,60.19,Appartement,59,4
129800.0,38100.0,GRENOBLE,62.47,Appartement,56,2
116650.0,38000.0,GRENOBLE,58.47,Appartement,60,3
226800.0,38400.0,SAINT-MARTIN-D'HERES,73.58,Appartement,72,4
132500.0,38400.0,SAINT-MARTIN-D'HERES,77.9,Appartement,83,4
156700.0,38240.0,MEYLAN,57.0,Appartement,58,2
160000.0,38240.0,MEYLAN,40.16,Appartement,40,2
150100.0,38000.0,GRENOBLE,68.5,Appartement,71,4
279000.0,38610.0,GIERES,97.44,Appartement,99,5
179000.0,38400.0,SAINT-MARTIN-D'HERES,60.74,Appartement,61,3
290100.0,38000.0,GRENOBLE,82.16,Appartement,82,3
164549.0,38100.0,GRENOBLE,70.1,Appartement,71,4
361900.0,38000.0,GRENOBLE,81.03,Appartement,80,4
144000.0,38100.0,GRENOBLE,66.69,Appartement,66,3
325000.0,38240.0,MEYLAN,82.96,Appartement,81,4
175000.0,38000.0,GRENOBLE,53.02,Appartement,60,1
120400.0,38400.0,SAINT-MARTIN-D'HERES,52.8,Appartement,56,4
74000.0,38100.0,GRENOBLE,21.02,Appartement,21,1
144700.0,38130.0,ECHIROLLES,62.85,Appartement,62,3
97350.0,38130.0,ECHIROLLES,54.06,Appartement,54,3
231566.0,38610.0,GIERES,70.74,Appartement,70,3
175750.0,38000.0,GRENOBLE,68.83,Appartement,69,3
309000.0,38240.0,MEYLAN,95.53,Appartement,98,2
305000.0,38000.0,GRENOBLE,109.65,Appartement,111,4
91560.0,38240.0,MEYLAN,28.47,Appartement,28,1
111550.0,38000.0,GRENOBLE,35.35,Appartement,35,2
265000.0,38130.0,ECHIROLLES,80.76,Maison,68,4
104500.0,38000.0,GRENOBLE,50.41,Appartement,49,2
263500.0,38000.0,GRENOBLE,92.31,Appartement,89,3
133000.0,38000.0,GRENOBLE,51.74,Appartement,52,2
167000.0,38000.0,GRENOBLE,62.76,Appartement,65,3
39590.0,38000.0,GRENOBLE,13.44,Appartement,14,1
251790.0,38240.0,MEYLAN,88.25,Appartement,87,4
153400.0,38000.0,GRENOBLE,59.53,Appartement,60,3
283800.0,38320.0,EYBENS,82.99,Appartement,82,4
126475.0,38130.0,ECHIROLLES,62.0,Appartement,65,3
136560.0,38000.0,GRENOBLE,67.71,Appartement,68,2
250820.0,38100.0,GRENOBLE,99.48,Maison,85,5
95000.0,38000.0,GRENOBLE,34.32,Appartement,34,1
59100.0,38000.0,GRENOBLE,18.0,Appartement,18,1
173000.0,38400.0,SAINT-MARTIN-D'HERES,89.16,Appartement,88,4
292700.0,38330.0,MONTBONNOT-SAINT-MARTIN,74.54,Appartement,74,3
290000.0,38000.0,GRENOBLE,103.83,Appartement,108,3
65500.0,38000.0,GRENOBLE,18.2,Appartement,18,1
314000.0,38000.0,GRENOBLE,122.2,Appartement,115,4
200000.0,38610.0,GIERES,65.15,Appartement,65,3
134000.0,38320.0,EYBENS,68.01,Appartement,69,4
137000.0,38000.0,GRENOBLE,32.0,Appartement,32,2
240500.0,38320.0,EYBENS,71.86,Appartement,71,3
107500.0,38000.0,GRENOBLE,40.15,Appartement,40,1
123400.0,38130.0,ECHIROLLES,76.84,Appartement,75,4
280000.0,38320.0,POISAT,118.7,Maison,117,6
95000.0,38130.0,ECHIROLLES,53.63,Appartement,54,3
232760.0,38320.0,EYBENS,97.43,Appartement,97,5
256500.0,38320.0,EYBENS,105.24,Appartement,105,5
95000.0,38400.0,SAINT-MARTIN-D'HERES,38.15,Appartement,39,2
156900.0,38400.0,SAINT-MARTIN-D'HERES,61.64,Appartement,61,3
255000.0,38000.0,GRENOBLE,86.0,Appartement,85,3
339200.0,38000.0,GRENOBLE,133.93,Appartement,133,4
122000.0,38400.0,SAINT-MARTIN-D'HERES,49.22,Appartement,49,2
52000.0,38400.0,SAINT-MARTIN-D'HERES,52.45,Appartement,52,2
79000.0,38130.0,ECHIROLLES,81.3,Appartement,78,4
202500.0,38000.0,GRENOBLE,70.69,Appartement,72,3
247500.0,38000.0,GRENOBLE,89.33,Appartement,82,3
410000.0,38000.0,GRENOBLE,106.92,Appartement,110,4
457900.0,38240.0,MEYLAN,150.74,Appartement,157,5
260800.0,38240.0,MEYLAN,64.9,Appartement,64,3
285000.0,38130.0,ECHIROLLES,111.06,Maison,102,4
108000.0,38100.0,GRENOBLE,55.49,Appartement,55,3
197675.0,38320.0,EYBENS,102.1,Appartement,102,5
44400.0,38100.0,GRENOBLE,26.4,Appartement,27,1
145000.0,38400.0,SAINT-MARTIN-D'HERES,44.94,Appartement,45,2
147000.0,38400.0,SAINT-MARTIN-D'HERES,67.77,Appartement,67,4
77620.0,38000.0,GRENOBLE,19.98,Appartement,18,1
42000.0,38130.0,ECHIROLLES,20.35,Appartement,20,1
138000.0,38000.0,GRENOBLE,44.68,Appartement,45,1
267750.0,38100.0,GRENOBLE,88.66,Appartement,93,4
124500.0,38400.0,SAINT-MARTIN-D'HERES,68.04,Appartement,73,3
264600.0,38000.0,GRENOBLE,81.91,Appartement,82,5
124700.0,38130.0,ECHIROLLES,45.05,Appartement,44,2
152600.0,38100.0,GRENOBLE,58.6,Appartement,59,3
229000.0,38000.0,GRENOBLE,86.96,Appartement,85,3
183500.0,38100.0,GRENOBLE,64.09,Appartement,65,3
350000.0,38000.0,GRENOBLE,94.17,Appartement,94,3
74100.0,38100.0,GRENOBLE,19.48,Appartement,18,1
129000.0,38400.0,SAINT-MARTIN-D'HERES,73.16,Appartement,73,4
236945.0,38330.0,SAINT-ISMIER,79.18,Appartement,88,5
