Valeur fonciere,Code postal,Commune,Surface Carrez du 1er lot,Type local,Surface reelle bati,Nombre pieces principales
87700.0,74120.0,PRAZ SUR ARLY,24.03,Appartement,24,2
192930.0,74400.0,CHAMONIX MONT BLANC,27.34,Appartement,29,2
59500.0,74440.0,MIEUSSY,22.17,Appartement,22,2
278059.0,74260.0,LES GETS,61.95,Appartement,66,2
312500.0,74170.0,SAINT GERVAIS LES BAINS,46.71,Maison,49,4
210260.0,74400.0,CHAMONIX MONT BLANC,34.25,Appartement,32,2
570000.0,74120.0,MEGEVE,70.81,Appartement,71,2
224000.0,74300.0,ARACHES LA FRASSE,56.32,Appartement,52,3
120000.0,74130.0,BONNEVILLE,62.63,Appartement,63,3
245000.0,74920.0,COMBLOUX,35.36,Appartement,36,2
131550.0,74800.0,AMANCY,35.44,Appartement,35,1
184078.0,74310.0,LES HOUCHES,42.18,Appartement,40,2
138000.0,74440.0,TANINGES,28.01,Appartement,30,1
661040.0,74170.0,SAINT GERVAIS LES BAINS,101.04,Appartement,84,3
249000.0,74800.0,AMANCY,66.18,Appartement,67,3
106290.0,74700.0,SALLANCHES,34.0,Appartement,34,2
237300.0,74170.0,SAINT GERVAIS LES BAINS,75.5,Appartement,77,4
150000.0,74130.0,BONNEVILLE,65.7,Appartement,65,3
256485.0,74400.0,CHAMONIX MONT BLANC,19.33,Appartement,38,2
68990.0,74170.0,SAINT GERVAIS LES BAINS,19.38,Appartement,19,1
495900.0,74920.0,COMBLOUX,61.89,Appartement,67,4
194900.0,74920.0,COMBLOUX,51.43,Appartement,44,3
90000.0,74300.0,ARACHES LA FRASSE,36.68,Appartement,37,2
289800.0,74300.0,THYEZ,97.61,Appartement,97,4
225000.0,74300.0,CLUSES,90.25,Appartement,96,5
132000.0,74300.0,CLUSES,63.29,Appartement,65,3
120000.0,74500.0,EVIAN-LES-BAINS,34.86,Appartement,33,2
255000.0,74500.0,SAINT-PAUL-EN-CHABLAIS,76.14,Appartement,76,3
62000.0,74430.0,SAINT-JEAN-D'AULPS,18.93,Appartement,20,1
76600.0,76800.0,SAINT-ETIENNE-DU-ROUVRAY,63.32,Appartement,60,4
38000.0,76100.0,ROUEN,15.44,Appartement,17,1
264500.0,76000.0,ROUEN,95.33,Appartement,97,4
94700.0,76100.0,ROUEN,50.37,Appartement,50,2
124050.0,76240.0,MESNIL-ESNARD (LE),48.8,Appartement,47,1
174500.0,76120.0,GRAND QUEVILLY (LE),89.87,Appartement,87,4
185000.0,76240.0,BONSECOURS,73.6,Appartement,73,3
76000.0,76100.0,ROUEN,47.89,Appartement,48,2
72000.0,76000.0,ROUEN,29.34,Appartement,25,2
29000.0,76000.0,ROUEN,11.24,Appartement,10,1
28400.0,76800.0,SAINT-ETIENNE-DU-ROUVRAY,50.04,Appartement,54,2
133000.0,76100.0,ROUEN,58.81,Appartement,59,3
105800.0,76100.0,ROUEN,46.82,Appartement,46,2
156900.0,76000.0,ROUEN,49.83,Appartement,48,1
30000.0,76800.0,SAINT-ETIENNE-DU-ROUVRAY,74.82,Appartement,80,4
140000.0,76140.0,PETIT QUEVILLY (LE),14.3,Appartement,16,1
86000.0,76000.0,ROUEN,26.79,Appartement,25,2
113000.0,76000.0,ROUEN,40.3,Appartement,43,2
70000.0,76650.0,PETIT-COURONNE (LE),44.32,Appartement,44,3
61000.0,76140.0,PETIT QUEVILLY (LE),66.15,Appartement,64,3
50000.0,76000.0,ROUEN,17.3,Appartement,17,1
98000.0,76000.0,ROUEN,30.62,Appartement,31,2
383820.0,76000.0,ROUEN,65.55,Appartement,68,3
91500.0,76140.0,PETIT QUEVILLY (LE),67.0,Appartement,59,4
180000.0,76140.0,PETIT QUEVILLY (LE),77.82,Maison,80,4
91700.0,76000.0,ROUEN,26.98,Appartement,30,1
40500.0,76000.0,ROUEN,30.64,Appartement,23,1
84000.0,76000.0,ROUEN,36.96,Appartement,36,1
25000.0,76140.0,PETIT QUEVILLY (LE),43.0,Appartement,42,2
94000.0,76000.0,ROUEN,40.52,Appartement,41,1
108400.0,76000.0,ROUEN,76.61,Appartement,71,3
105500.0,76000.0,ROUEN,40.4,Appartement,44,2
237500.0,76000.0,ROUEN,74.09,Appartement,72,3
88000.0,76000.0,ROUEN,37.22,Appartement,35,2
92560.0,76000.0,ROUEN,61.8,Appartement,62,3
120400.0,76000.0,ROUEN,39.5,Appartement,39,2
218500.0,76000.0,ROUEN,66.7,Appartement,66,2
46500.0,76000.0,ROUEN,15.91,Appartement,18,1
102000.0,76120.0,GRAND QUEVILLY (LE),52.93,Appartement,55,2
146000.0,76000.0,ROUEN,47.0,Appartement,40,2
86000.0,76300.0,SOTTEVILLE-LES-ROUEN,72.7,Appartement,72,4
350000.0,76000.0,ROUEN,131.9,Appartement,110,4
70000.0,76140.0,PETIT QUEVILLY (LE),64.94,Appartement,66,4
198500.0,76000.0,ROUEN,74.66,Appartement,60,3
24000.0,76800.0,SAINT-ETIENNE-DU-ROUVRAY,71.86,Appartement,80,4
138000.0,76000.0,ROUEN,48.61,Appartement,48,2
45000.0,76320.0,CAUDEBEC-LES-ELBEUF,52.8,Maison,55,2
154000.0,76000.0,ROUEN,44.13,Appartement,45,2
83000.0,76500.0,ELBEUF,65.84,Appartement,64,3
201000.0,76000.0,ROUEN,70.87,Appartement,70,3
235670.0,76000.0,ROUEN,83.17,Appartement,70,2
122000.0,76000.0,ROUEN,49.03,Appartement,49,2
68000.0,76800.0,SAINT-ETIENNE-DU-ROUVRAY,71.91,Appartement,70,4
128063.0,76100.0,ROUEN,94.7,Appartement,95,4
68200.0,76800.0,SAINT-ETIENNE-DU-ROUVRAY,82.47,Appartement,89,5
87600.0,76000.0,ROUEN,46.13,Appartement,46,2
49000.0,76000.0,ROUEN,22.27,Appartement,22,1
142000.0,76000.0,ROUEN,54.23,Appartement,75,3
204930.0,76000.0,ROUEN,90.0,Appartement,91,4
136000.0,76120.0,GRAND QUEVILLY (LE),81.9,Appartement,81,4
93500.0,76140.0,PETIT QUEVILLY (LE),19.51,Appartement,19,1
100700.0,76000.0,ROUEN,49.78,Appartement,49,2
122500.0,76000.0,ROUEN,58.7,Appartement,61,3
68500.0,76650.0,PETIT-COURONNE (LE),72.0,Appartement,72,4
127000.0,76000.0,ROUEN,33.81,Appartement,34,2
385000.0,76000.0,ROUEN,103.63,Appartement,105,4
89000.0,76000.0,ROUEN,58.13,Appartement,70,2
178436.0,76100.0,ROUEN,88.72,Maison,88,6
180850.0,76000.0,ROUEN,79.29,Appartement,80,4
120000.0,76000.0,ROUEN,84.2,Appartement,83,5
149660.0,76000.0,ROUEN,57.54,Appartement,58,3
398550.0,76000.0,ROUEN,149.36,Appartement,110,4
40000.0,76410.0,TOURVILLE-LA-RIVIERE,45.0,Maison,45,1
65000.0,76800.0,SAINT-ETIENNE-DU-ROUVRAY,95.12,Appartement,100,5
55000.0,76140.0,PETIT QUEVILLY (LE),65.2,Appartement,66,4
82600.0,76240.0,MESNIL-ESNARD (LE),30.07,Appartement,31,1
135000.0,76000.0,ROUEN,38.33,Appartement,57,3
468950.0,76000.0,ROUEN,145.0,Appartement,148,5
79000.0,76000.0,ROUEN,40.48,Appartement,50,2
46200.0,76000.0,ROUEN,16.52,Appartement,16,1
152000.0,76000.0,ROUEN,74.64,Appartement,81,2
62500.0,76000.0,ROUEN,74.55,Appartement,74,4
54340.0,76100.0,ROUEN,16.22,Appartement,16,1
56818.0,76100.0,ROUEN,16.22,Appartement,16,1
52281.0,76100.0,ROUEN,15.82,Appartement,16,1
53768.0,76100.0,ROUEN,16.03,Appartement,16,1
26000.0,76320.0,SAINT PIERRE LES ELBEUF,55.71,Appartement,55,3
97000.0,76000.0,ROUEN,28.8,Appartement,31,1
132400.0,76140.0,PETIT QUEVILLY (LE),64.18,Appartement,64,3
82000.0,76100.0,ROUEN,53.3,Appartement,53,2
78500.0,76000.0,ROUEN,18.34,Appartement,22,1
168000.0,76240.0,MESNIL-ESNARD (LE),78.0,Appartement,79,3
89500.0,76000.0,ROUEN,29.76,Appartement,32,2
126080.0,76100.0,ROUEN,82.5,Appartement,82,4
166500.0,76000.0,ROUEN,68.8,Appartement,68,3
90600.0,76000.0,ROUEN,29.83,Appartement,32,1
139800.0,76000.0,ROUEN,51.75,Appartement,59,3
66500.0,76000.0,ROUEN,18.46,Appartement,16,1
161200.0,76000.0,ROUEN,85.85,Appartement,85,5
100000.0,76000.0,ROUEN,45.8,Appartement,50,2
55000.0,76500.0,ELBEUF,86.91,Appartement,87,4
54000.0,76000.0,ROUEN,27.24,Appartement,33,1
41000.0,76140.0,PETIT QUEVILLY (LE),53.65,Appartement,51,2
68000.0,76300.0,SOTTEVILLE-LES-ROUEN,70.17,Appartement,73,4
62850.0,76000.0,ROUEN,25.88,Appartement,15,1
129980.0,76000.0,ROUEN,28.8,Appartement,33,2
392500.0,76000.0,ROUEN,102.28,Appartement,112,4
93000.0,76100.0,ROUEN,65.86,Appartement,67,3
55000.0,76000.0,ROUEN,16.73,Appartement,20,1
275500.0,76000.0,ROUEN,78.37,Appartement,88,4
112000.0,76000.0,ROUEN,39.03,Appartement,34,2
46000.0,76100.0,ROUEN,17.19,Appartement,17,1
29450.0,76100.0,ROUEN,14.75,Appartement,14,1
242550.0,76000.0,ROUEN,90.25,Appartement,90,4
67500.0,76920.0,AMFREVILLE-LA-MIVOIE,43.79,Appartement,43,2
53000.0,76000.0,ROUEN,17.4,Appartement,18,1
71650.0,76140.0,PETIT QUEVILLY (LE),66.04,Appartement,66,4
68000.0,76100.0,ROUEN,32.18,Appartement,25,1
106000.0,76100.0,ROUEN,65.38,Appartement,63,3
117000.0,76300.0,SOTTEVILLE-LES-ROUEN,78.4,Appartement,78,4
109900.0,76120.0,GRAND QUEVILLY (LE),65.76,Appartement,68,4
143000.0,76100.0,ROUEN,88.0,Appartement,88,4
139000.0,76000.0,ROUEN,50.91,Appartement,50,11
99500.0,76000.0,ROUEN,208.0,Appartement,41,2
53196.0,76100.0,ROUEN,16.03,Appartement,16,1
111998.0,76100.0,ROUEN,16.84,Appartement,16,1
52624.0,76100.0,ROUEN,16.08,Appartement,16,1
139000.0,76120.0,GRAND QUEVILLY (LE),75.43,Appartement,72,3
60000.0,76000.0,ROUEN,17.42,Appartement,20,1
114000.0,76000.0,ROUEN,37.37,Appartement,40,2
265000.0,76000.0,ROUEN,66.98,Appartement,52,3
103000.0,76000.0,ROUEN,35.31,Appartement,32,1
64000.0,76000.0,ROUEN,23.84,Appartement,24,1
92000.0,76100.0,ROUEN,48.67,Appartement,48,2
39000.0,76000.0,ROUEN,67.28,Appartement,66,3
157000.0,76000.0,ROUEN,43.85,Appartement,44,2
58000.0,76000.0,ROUEN,15.92,Appartement,22,1
36000.0,76000.0,ROUEN,26.24,Appartement,29,1
70000.0,76000.0,ROUEN,28.87,Appartement,35,1
90000.0,76000.0,ROUEN,35.64,Appartement,38,2
92500.0,76000.0,ROUEN,28.3,Appartement,29,1
105000.0,76000.0,ROUEN,40.76,Appartement,35,2
71500.0,76500.0,ELBEUF,47.22,Appartement,47,2
63000.0,76000.0,ROUEN,77.58,Appartement,81,4
115000.0,76000.0,ROUEN,15.65,Appartement,20,1
118500.0,76000.0,ROUEN,40.06,Appartement,53,1
86020.0,76000.0,ROUEN,32.0,Appartement,37,2
107500.0,76000.0,ROUEN,35.6,Appartement,47,3
255000.0,76000.0,ROUEN,82.17,Appartement,83,3
93200.0,76130.0,MONT-SAINT-AIGNAN,39.3,Appartement,39,2
34000.0,76150.0,MAROMME,25.25,Appartement,28,1
55000.0,76150.0,MAROMME,42.16,Appartement,45,2
101250.0,76130.0,MONT-SAINT-AIGNAN,57.27,Appartement,58,3
80500.0,76160.0,DARNETAL,43.32,Appartement,42,2
30000.0,76150.0,MAROMME,27.77,Appartement,28,1
48000.0,76380.0,CANTELEU,79.82,Appartement,77,4
58500.0,76360.0,BARENTIN,16.27,Appartement,35,1
95000.0,76130.0,MONT-SAINT-AIGNAN,59.4,Appartement,58,2
77000.0,76230.0,BOIS GUILLAUME,56.55,Appartement,56,2
99500.0,76160.0,SAINT-LEGER-DU-BOURG-DENIS,43.55,Appartement,42,2
175000.0,76130.0,MONT-SAINT-AIGNAN,88.93,Appartement,80,3
68000.0,76230.0,BOIS GUILLAUME,19.88,Appartement,17,1
116000.0,76130.0,MONT-SAINT-AIGNAN,68.4,Appartement,68,4
45000.0,76250.0,DEVILLE-LES-ROUEN,16.9,Appartement,17,1
76000.0,76380.0,CANTELEU,66.23,Appartement,65,3
82000.0,76130.0,MONT-SAINT-AIGNAN,46.32,Appartement,43,2
40000.0,76160.0,DARNETAL,17.9,Appartement,18,1
75000.0,76130.0,MONT-SAINT-AIGNAN,42.02,Appartement,42,2
142500.0,76130.0,MONT-SAINT-AIGNAN,83.9,Appartement,85,4
63000.0,76250.0,DEVILLE-LES-ROUEN,39.83,Appartement,40,2
91000.0,76420.0,BIHOREL,91.03,Appartement,87,4
57200.0,76960.0,NOTRE-DAME-DE-BONDEVILLE,20.5,Appartement,21,2
121800.0,76130.0,MONT-SAINT-AIGNAN,64.0,Appartement,63,3
36500.0,76150.0,MAROMME,88.46,Appartement,92,5
93000.0,76130.0,MONT-SAINT-AIGNAN,60.97,Appartement,58,3
45000.0,76420.0,BIHOREL,21.78,Appartement,22,1
115000.0,76130.0,MONT-SAINT-AIGNAN,65.32,Appartement,67,4
66000.0,76250.0,DEVILLE-LES-ROUEN,55.47,Appartement,57,3
95000.0,76250.0,DEVILLE-LES-ROUEN,58.07,Appartement,54,2
113400.0,76130.0,MONT-SAINT-AIGNAN,64.62,Appartement,64,3
80900.0,76130.0,MONT-SAINT-AIGNAN,25.79,Appartement,24,1
74000.0,76250.0,DEVILLE-LES-ROUEN,49.0,Maison,57,3
425324.0,76230.0,BOIS GUILLAUME,121.83,Appartement,121,4
115000.0,76360.0,VILLERS ECALLES,62.73,Maison,64,4
213000.0,76230.0,BOIS GUILLAUME,89.15,Appartement,87,4
215000.0,76130.0,MONT-SAINT-AIGNAN,108.22,Appartement,108,3
271500.0,76130.0,MONT-SAINT-AIGNAN,106.1,Maison,104,5
49000.0,76200.0,DIEPPE,61.52,Appartement,59,4
64000.0,76200.0,DIEPPE,39.8,Appartement,39,2
115221.0,76880.0,ARQUES-LA-BATAILLE,81.75,Appartement,88,4
63765.0,76470.0,LE TREPORT,35.85,Appartement,32,2
112000.0,76200.0,DIEPPE,41.61,Appartement,41,2
68000.0,76200.0,DIEPPE,29.49,Appartement,29,1
16000.0,76200.0,DIEPPE,17.67,Appartement,19,1
91000.0,76200.0,DIEPPE,44.51,Appartement,44,2
77500.0,76200.0,DIEPPE,17.5,Appartement,42,2
93000.0,76470.0,LE TREPORT,47.6,Appartement,47,3
96000.0,76200.0,DIEPPE,74.21,Appartement,64,4
62000.0,76200.0,DIEPPE,51.55,Appartement,45,2
76000.0,76260.0,EU,85.38,Appartement,82,5
32500.0,76470.0,LE TREPORT,17.04,Appartement,25,1
71500.0,76370.0,DIEPPE,68.6,Appartement,67,4
63000.0,76200.0,DIEPPE,38.3,Appartement,37,2
70000.0,76200.0,DIEPPE,50.07,Appartement,50,2
194000.0,76200.0,DIEPPE,114.3,Appartement,96,4
81000.0,76370.0,DIEPPE,70.0,Appartement,62,3
107000.0,76260.0,EU,84.2,Appartement,84,3
187000.0,76200.0,DIEPPE,60.1,Appartement,50,3
168000.0,76470.0,LE TREPORT,53.21,Appartement,58,3
32500.0,76200.0,DIEPPE,14.42,Appartement,19,1
112105.0,76610.0,LE HAVRE,74.13,Appartement,71,3
48374.0,76620.0,LE HAVRE,69.0,Appartement,75,3
128500.0,76600.0,LE HAVRE,53.86,Appartement,54,2
186600.0,76600.0,LE HAVRE,44.81,Appartement,44,2
34500.0,76600.0,LE HAVRE,19.9,Appartement,20,1
103250.0,76600.0,LE HAVRE,41.05,Appartement,42,2
74500.0,76600.0,LE HAVRE,27.01,Appartement,26,1
95600.0,76620.0,LE HAVRE,61.47,Appartement,71,2
244320.0,76600.0,LE HAVRE,45.49,Appartement,44,2
530000.0,76600.0,LE HAVRE,150.5,Appartement,135,6
38500.0,76600.0,LE HAVRE,24.83,Appartement,21,1
82760.0,76600.0,LE HAVRE,53.08,Appartement,53,3
187840.0,76600.0,LE HAVRE,38.8,Appartement,92,4
144000.0,76600.0,LE HAVRE,137.41,Maison,160,9
111000.0,76600.0,LE HAVRE,75.59,Appartement,40,3
198300.0,76600.0,LE HAVRE,82.09,Maison,80,4
138100.0,76600.0,LE HAVRE,65.64,Appartement,39,3
156000.0,76600.0,LE HAVRE,84.27,Appartement,84,4
109000.0,76600.0,LE HAVRE,61.49,Appartement,60,3
46930.0,76620.0,LE HAVRE,70.95,Appartement,77,3
138350.0,76600.0,LE HAVRE,53.21,Appartement,56,3
49500.0,76600.0,LE HAVRE,19.5,Appartement,18,1
172500.0,76310.0,STE ADRESSE,84.66,Appartement,85,4
111500.0,76600.0,LE HAVRE,58.4,Appartement,63,3
51262.0,76620.0,LE HAVRE,70.95,Appartement,70,3
101700.0,76600.0,LE HAVRE,37.66,Appartement,73,3
79600.0,76600.0,LE HAVRE,18.94,Appartement,22,1
405000.0,76610.0,LE HAVRE,147.9,Appartement,18,1
99400.0,76600.0,LE HAVRE,65.33,Appartement,63,3
115500.0,76600.0,LE HAVRE,39.39,Appartement,39,2
225900.0,76310.0,STE ADRESSE,84.46,Appartement,84,4
200600.0,76600.0,LE HAVRE,102.85,Appartement,102,3
180649.0,76600.0,LE HAVRE,67.73,Appartement,67,2
332800.0,76600.0,LE HAVRE,37.9,Appartement,45,2
52500.0,76600.0,LE HAVRE,21.52,Appartement,21,1
106400.0,76600.0,LE HAVRE,59.4,Appartement,59,3
212500.0,76310.0,STE ADRESSE,79.01,Appartement,79,4
267000.0,76620.0,LE HAVRE,108.77,Maison,105,6
191500.0,76600.0,LE HAVRE,151.54,Maison,130,5
229350.0,76600.0,LE HAVRE,102.35,Appartement,102,4
180500.0,76600.0,LE HAVRE,23.38,Appartement,25,1
128000.0,76600.0,LE HAVRE,64.0,Appartement,65,3
58500.0,76600.0,LE HAVRE,43.2,Appartement,43,3
86700.0,76600.0,LE HAVRE,45.3,Appartement,42,2
125900.0,76600.0,LE HAVRE,60.85,Appartement,54,1
224000.0,76620.0,LE HAVRE,101.37,Maison,123,4
160500.0,76600.0,LE HAVRE,92.5,Appartement,56,3
214000.0,76620.0,LE HAVRE,31.85,Appartement,31,2
214630.0,76600.0,LE HAVRE,18.1,Appartement,34,1
186900.0,76600.0,LE HAVRE,91.5,Appartement,89,4
208000.0,76600.0,LE HAVRE,74.95,Appartement,75,3
430000.0,76600.0,LE HAVRE,101.0,Appartement,102,4
54990.0,76600.0,LE HAVRE,24.41,Appartement,24,1
51940.0,76600.0,LE HAVRE,20.33,Appartement,20,1
51500.0,76610.0,LE HAVRE,85.94,Appartement,85,4
107000.0,76600.0,LE HAVRE,36.66,Appartement,37,2
128450.0,76600.0,LE HAVRE,60.59,Appartement,60,3
112700.0,76620.0,LE HAVRE,72.58,Appartement,71,3
37100.0,76600.0,LE HAVRE,23.05,Appartement,23,1
277000.0,76600.0,LE HAVRE,114.17,Maison,120,3
195000.0,76620.0,LE HAVRE,85.6,Appartement,87,3
69500.0,76600.0,LE HAVRE,34.32,Appartement,35,2
336836.0,76310.0,STE ADRESSE,82.35,Appartement,70,2
37000.0,76600.0,LE HAVRE,45.34,Appartement,45,2
150450.0,76600.0,LE HAVRE,60.64,Appartement,62,2
216000.0,76620.0,LE HAVRE,175.38,Maison,115,5
134500.0,76600.0,LE HAVRE,33.42,Appartement,32,2
299600.0,76620.0,LE HAVRE,115.1,Appartement,112,4
124000.0,76620.0,LE HAVRE,78.99,Appartement,83,4
134000.0,76600.0,LE HAVRE,56.92,Appartement,47,2
183500.0,76600.0,LE HAVRE,80.4,Appartement,80,3
96000.0,76600.0,LE HAVRE,45.25,Appartement,60,2
200000.0,76610.0,LE HAVRE,84.6,Appartement,53,2
160000.0,76600.0,LE HAVRE,86.01,Appartement,55,3
67500.0,76600.0,LE HAVRE,61.01,Appartement,59,3
93500.0,76600.0,LE HAVRE,42.41,Appartement,45,2
253500.0,76600.0,LE HAVRE,75.39,Appartement,76,3
75500.0,76600.0,LE HAVRE,44.53,Appartement,48,3
288000.0,76600.0,LE HAVRE,91.13,Appartement,97,3
47000.0,76600.0,LE HAVRE,21.2,Appartement,21,1
118000.0,76600.0,LE HAVRE,53.86,Appartement,54,2
72500.0,76620.0,LE HAVRE,37.13,Appartement,37,2
120000.0,76310.0,STE ADRESSE,69.39,Appartement,69,3
56500.0,76610.0,LE HAVRE,67.81,Appartement,68,3
52000.0,76600.0,LE HAVRE,21.96,Appartement,21,1
147250.0,76600.0,LE HAVRE,80.45,Appartement,82,4
171000.0,76600.0,LE HAVRE,75.37,Appartement,64,4
44500.0,76600.0,LE HAVRE,20.78,Appartement,20,1
192000.0,76600.0,LE HAVRE,88.08,Appartement,86,4
449000.0,76620.0,LE HAVRE,147.4,Appartement,148,7
114000.0,76600.0,LE HAVRE,56.76,Appartement,57,3
199000.0,76600.0,LE HAVRE,72.69,Appartement,71,3
143000.0,76600.0,LE HAVRE,24.4,Appartement,21,1
53200.0,76600.0,LE HAVRE,25.36,Appartement,24,1
246100.0,76600.0,LE HAVRE,81.87,Appartement,95,4
81750.0,76620.0,LE HAVRE,93.72,Appartement,92,5
78800.0,76600.0,LE HAVRE,66.2,Appartement,67,4
40000.0,76600.0,LE HAVRE,17.6,Appartement,18,1
161200.0,76620.0,LE HAVRE,64.61,Appartement,64,3
126000.0,76620.0,LE HAVRE,83.07,Appartement,87,4
64000.0,76600.0,LE HAVRE,22.36,Appartement,22,1
68000.0,76600.0,LE HAVRE,20.08,Appartement,19,1
48000.0,76600.0,LE HAVRE,32.92,Appartement,34,2
99000.0,76600.0,LE HAVRE,67.81,Appartement,80,4
100000.0,76600.0,LE HAVRE,51.57,Appartement,52,1
159500.0,76600.0,LE HAVRE,68.02,Appartement,67,2
60000.0,76600.0,LE HAVRE,41.7,Appartement,45,2
260000.0,76600.0,LE HAVRE,115.3,Appartement,118,5
83000.0,76600.0,LE HAVRE,5.25,Appartement,67,3
315000.0,76600.0,LE HAVRE,105.91,Appartement,105,3
35000.0,76600.0,LE HAVRE,20.95,Appartement,21,1
94000.0,76600.0,LE HAVRE,21.45,Appartement,21,1
63000.0,76600.0,LE HAVRE,46.0,Appartement,46,2
55000.0,76600.0,LE HAVRE,26.06,Appartement,26,1
44000.0,76600.0,LE HAVRE,24.42,Appartement,24,2
72000.0,76610.0,LE HAVRE,49.9,Appartement,50,2
131500.0,76600.0,LE HAVRE,46.2,Appartement,46,3
74000.0,76600.0,LE HAVRE,45.6,Appartement,46,2
94000.0,76700.0,HARFLEUR,53.66,Appartement,54,2
116000.0,76290.0,MONTIVILLIERS,45.84,Appartement,30,1
80000.0,76210.0,GRUCHET-LE-VALASSE,58.04,Appartement,60,3
92000.0,76430.0,SAINT-ROMAIN-DE-COLBOSC,58.4,Appartement,56,2
92000.0,76700.0,HARFLEUR,58.8,Appartement,59,3
137000.0,76700.0,SAINT-LAURENT-DE-BREVEDENT,59.36,Maison,37,2
102000.0,76290.0,MONTIVILLIERS,43.13,Appartement,43,2
75600.0,76400.0,FECAMP,49.06,Appartement,53,2
140500.0,76290.0,MONTIVILLIERS,131.8,Maison,113,4
55000.0,76430.0,SAINT-ROMAIN-DE-COLBOSC,61.31,Maison,43,3
95000.0,76210.0,LANQUETOT,95.0,Maison,59,4
189000.0,76400.0,FECAMP,90.87,Appartement,91,3
196000.0,76400.0,FECAMP,149.15,Appartement,143,4
150600.0,76430.0,SAINT-ROMAIN-DE-COLBOSC,89.28,Appartement,89,3
83000.0,76430.0,SAINT-ROMAIN-DE-COLBOSC,64.02,Maison,45,2
94000.0,76290.0,MONTIVILLIERS,47.7,Appartement,42,3
155000.0,76400.0,FECAMP,64.18,Appartement,65,3
97000.0,76700.0,HARFLEUR,54.3,Appartement,59,2
122300.0,76700.0,HARFLEUR,79.96,Appartement,80,4
39000.0,76400.0,FECAMP,28.2,Appartement,28,1
102850.0,76170.0,LILLEBONNE,85.76,Maison,87,4
125000.0,76400.0,FECAMP,98.8,Appartement,93,3
55000.0,76790.0,ETRETAT,45.91,Appartement,52,3
95000.0,76330.0,PORT-JEROME-SUR-SEINE,83.01,Appartement,85,4
170000.0,76290.0,MONTIVILLIERS,60.01,Appartement,68,3
180000.0,76790.0,ETRETAT,76.06,Appartement,85,3
127000.0,76290.0,MONTIVILLIERS,62.79,Appartement,63,3
183000.0,76210.0,GRUCHET-LE-VALASSE,89.75,Appartement,89,3
85000.0,76400.0,FECAMP,54.09,Appartement,54,2
160000.0,76790.0,ETRETAT,53.59,Appartement,54,1
86000.0,76400.0,FECAMP,47.5,Appartement,47,2
58000.0,76400.0,FECAMP,62.06,Appartement,62,3
135000.0,76400.0,FECAMP,86.0,Appartement,86,4
125490.0,76400.0,FECAMP,56.08,Appartement,56,2
127000.0,76430.0,SAINT-ROMAIN-DE-COLBOSC,69.67,Appartement,66,4
151000.0,76700.0,GONFREVILLE L ORCHER,98.84,Maison,65,3
180000.0,76400.0,FECAMP,37.31,Appartement,39,2
88000.0,76400.0,FECAMP,59.1,Appartement,56,2
73000.0,76700.0,HARFLEUR,58.8,Appartement,59,3
58000.0,76790.0,ETRETAT,23.92,Appartement,23,1
281690.0,76700.0,HARFLEUR,192.49,Appartement,136,5
72000.0,76400.0,FECAMP,61.61,Appartement,63,3
106900.0,76430.0,SAINT-ROMAIN-DE-COLBOSC,69.85,Appartement,66,3
50000.0,76400.0,FECAMP,56.21,Appartement,54,3
43200.0,76170.0,LILLEBONNE,30.74,Appartement,30,1
105000.0,76400.0,FECAMP,75.36,Appartement,78,4
147000.0,76400.0,FECAMP,130.7,Maison,78,4
118000.0,76400.0,FECAMP,76.69,Appartement,75,5
65980.0,76400.0,MANIQUERVILLE,48.21,Appartement,46,2
44000.0,76400.0,FECAMP,46.93,Appartement,47,2
72500.0,76700.0,HARFLEUR,52.49,Appartement,51,3
42500.0,76400.0,FECAMP,19.22,Appartement,19,1
53000.0,76210.0,BOLBEC,70.23,Appartement,68,4
70000.0,76290.0,MONTIVILLIERS,29.19,Appartement,30,2
130600.0,76430.0,SAINT-ROMAIN-DE-COLBOSC,87.91,Appartement,87,4
186000.0,76700.0,GONFREVILLE L ORCHER,106.62,Maison,81,4
54200.0,76400.0,FECAMP,54.0,Appartement,54,3
100000.0,76400.0,FECAMP,10.14,Maison,23,0
67000.0,76170.0,LILLEBONNE,52.11,Maison,52,3
29000.0,76110.0,BREAUTE,11.6,Maison,10,1
55000.0,76210.0,GRUCHET-LE-VALASSE,5.0,Appartement,44,2
130000.0,76400.0,FECAMP,115.14,Maison,81,3
115000.0,76440.0,FORGES-LES-EAUX,54.0,Appartement,54,2
72000.0,76220.0,GOURNAY-EN-BRAY,43.08,Appartement,43,2
85000.0,76220.0,GOURNAY-EN-BRAY,86.9,Maison,95,4
125000.0,76220.0,GOURNAY-EN-BRAY,50.98,Appartement,51,2
91800.0,76490.0,RIVES-EN-SEINE,66.12,Appartement,70,3
133650.0,76460.0,SAINT-VALERY-EN-CAUX,57.56,Appartement,40,2
35000.0,76460.0,SAINT-VALERY-EN-CAUX,23.98,Appartement,25,1
72000.0,76190.0,YVETOT,49.18,Appartement,48,2
58000.0,76540.0,SAINT-PIERRE-EN-PORT,28.56,Appartement,30,2
64000.0,76450.0,SAINT MARTIN AUX BUNEAUX,53.57,Maison,58,3
91000.0,76190.0,YVETOT,37.37,Appartement,69,3
134000.0,76490.0,RIVES-EN-SEINE,96.21,Appartement,95,3
244900.0,76190.0,YVETOT,85.78,Appartement,87,3
